GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr	study_items	common1	common2	in_pop	total_pop	fold_enrichment
GO:0009205	BP	e	purine ribonucleoside triphosphate metabolic process	2/2	25/2633	8.657938694869406e-05	9.0	2.0	0.013999999999999999	P0ABB0, P68699	deoC	yihU	25	2633	105.32
GO:0019748	BP	e	secondary metabolic process	2/2	25/2633	8.657938694869406e-05	2.0	2.0	0.006	P0ADI4, P10378	entB	entE	25	2633	105.32
GO:0009112	BP	e	nucleobase metabolic process	2/2	25/2633	8.657938694869406e-05	6.0	2.0	0.008	P05020, P08178	pdxJ	thiD	25	2633	105.32
GO:0016627	MF	e	oxidoreductase activity, acting on the CH-CH group of donors	2/2	25/2633	8.657938694869406e-05	3.0	2.0	0.002	P07023, P0AEA8	tyrA	cysG	25	2633	105.32
GO:0009112	BP	e	nucleobase metabolic process	2/2	25/2633	8.657938694869406e-05	6.0	2.0	0.0	P08178, P08244	carB	proB	25	2633	105.32
GO:0016765	MF	e	transferase activity, transferring alkyl or aryl (other than methyl) groups	2/2	25/2633	8.657938694869406e-05	3.0	2.0	0.01	P00935, P30137	aroC	serC	25	2633	105.32
GO:0009312	BP	e	oligosaccharide biosynthetic process	2/2	25/2633	8.657938694869406e-05	5.0	2.0	0.004	P0A725, P24205	fliG	fliD	25	2633	105.32
GO:0006023	BP	e	aminoglycan biosynthetic process	2/2	25/2633	8.657938694869406e-05	5.0	2.0	0.004	P02919, P0AB38	artM	artQ	25	2633	105.32
GO:0019748	BP	e	secondary metabolic process	2/2	25/2633	8.657938694869406e-05	2.0	2.0	0.012	P10378, P15047	entE	entA	25	2633	105.32
GO:0009205	BP	e	purine ribonucleoside triphosphate metabolic process	2/2	25/2633	8.657938694869406e-05	9.0	2.0	0.006	P0A6E6, P68699	atpC	atpE	25	2633	105.32
GO:0016765	MF	e	transferase activity, transferring alkyl or aryl (other than methyl) groups	2/2	25/2633	8.657938694869406e-05	3.0	2.0	0.012	P00935, P0A6D3	entB	entC	25	2633	105.32
GO:0006024	BP	e	glycosaminoglycan biosynthetic process	2/2	25/2633	8.657938694869406e-05	6.0	2.0	0.004	P02919, P0AB38	artM	artQ	25	2633	105.32
GO:0009252	BP	e	peptidoglycan biosynthetic process	2/2	25/2633	8.657938694869406e-05	8.0	2.0	0.004	P02919, P0AB38	artM	artQ	25	2633	105.32
GO:0016765	MF	e	transferase activity, transferring alkyl or aryl (other than methyl) groups	2/2	25/2633	8.657938694869406e-05	3.0	2.0	0.006	P00935, P11458	pyrF	purK	25	2633	105.32
GO:0009312	BP	e	oligosaccharide biosynthetic process	2/2	25/2633	8.657938694869406e-05	5.0	2.0	0.008	P0A725, P24173	trpB	pheA	25	2633	105.32
GO:0009112	BP	e	nucleobase metabolic process	2/2	25/2633	8.657938694869406e-05	6.0	2.0	0.008	P05020, P08244	uvrD	recN	25	2633	105.32
GO:0009312	BP	e	oligosaccharide biosynthetic process	2/2	25/2633	8.657938694869406e-05	5.0	2.0	0.018000000000000002	P0A725, P67910	ilvC	leuB	25	2633	105.32
GO:0009112	BP	e	nucleobase metabolic process	2/2	25/2633	8.657938694869406e-05	6.0	2.0	0.002	P00968, P0A7E3	nuoE	nuoK	25	2633	105.32
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P0A879, P10371	recC	recA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P06986, P60595	thiE	thiH	26	2633	101.26923076923077
GO:0015807	BP	e	L-amino acid transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.013999999999999999	P0AG34, P0AG38	tolB	tatC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P07023, P0A877	tyrA	trpA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P06986, P06989	entB	entF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P06989, P07023	ilvA	metR	26	2633	101.26923076923077
GO:0009199	BP	e	ribonucleoside triphosphate metabolic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P0A6E6, P68699	atpC	atpE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P06986, P06987	caiD	fixB	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.01	P07014, P0AFC7	ilvA	metR	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P07023, P07639	tyrA	aroB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P0A9J8, P60595	pheA	hisH	26	2633	101.26923076923077
GO:0098754	BP	e	detoxification	2/2	26/2633	9.379433586108504e-05	1.0	2.0	0.008	P36649, Q59385	trpB	hisA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P0A877, P60664	ubiE	ubiF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P06988, P60664	hisD	hisF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P06987, P10371	kdtA	plsC	26	2633	101.26923076923077
GO:0060089	MF	e	molecular transducer activity	2/2	26/2633	9.379433586108504e-05	1.0	2.0	0.01	P02929, P0ABV2	purM	purF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P06989, P0A877	thiH	thiD	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.006	P0AFD4, P0AFF0	nuoH	nuoN	26	2633	101.26923076923077
GO:0006644	BP	e	phospholipid metabolic process	2/2	26/2633	9.379433586108504e-05	5.0	2.0	0.004	P0A725, P0AC75	sdhB	acnB	26	2633	101.26923076923077
GO:0006644	BP	e	phospholipid metabolic process	2/2	26/2633	9.379433586108504e-05	5.0	2.0	0.013999999999999999	P0AC75, P26647	thiH	thiD	26	2633	101.26923076923077
GO:0060089	MF	e	molecular transducer activity	2/2	26/2633	9.379433586108504e-05	1.0	2.0	0.008	P0A9Q1, P38684	thrB	lysR	26	2633	101.26923076923077
GO:0051246	BP	e	regulation of protein metabolic process	2/2	26/2633	9.379433586108504e-05	5.0	2.0	0.016	P0A7L0, P60723	livK	livG	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P07639, P60595	aroB	hisH	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P06986, P0A879	phoP	phoQ	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P06989, P60757	purN	purA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P06987, P0A879	potE	potA	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.01	P0AC41, P0AFE8	arcA	torR	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P06989, P60595	sirA	yheN	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.008	P07014, P0AFF0	ilvA	trpB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P06986, P07639	hisC	aroB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P06986, P0A877	hisC	trpA	26	2633	101.26923076923077
GO:0015695	BP	e	organic cation transport	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.012	P0AAF1, P69874	bcp	osmC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P06987, P0A9J8	hisB	pheA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P07639, P0A879	aroB	trpB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P0A9J8, P60664	lpxC	kdtA	26	2633	101.26923076923077
GO:0001216	MF	e	DNA-binding transcription activator activity	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.008	P0A9Q1, P38684	trpB	yfbQ	26	2633	101.26923076923077
GO:1901681	MF	e	sulfur compound binding	2/2	26/2633	9.379433586108504e-05	2.0	2.0	0.013999999999999999	P06959, P0AFG8	cueO	copA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P0A877, P60757	trpA	hisG	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P12008, P60664	aroC	hisF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.018000000000000002	P06986, P60664	manX	manZ	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.03	P0AFD4, P0AFE8	nuoH	nuoM	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.03	P06989, P0A879	hisI	trpB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P0A877, P60595	trpA	hisH	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.002	P06987, P12008	hisB	aroC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P60664, P60757	rimP	srmB	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.002	P0AC41, P69054	ccmH	dmsA	26	2633	101.26923076923077
GO:0001216	MF	e	DNA-binding transcription activator activity	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.016	P23836, P38684	cysE	cysK	26	2633	101.26923076923077
GO:0015807	BP	e	L-amino acid transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.01	P0A9S7, P0AAE8	dut	fabI	26	2633	101.26923076923077
GO:0060089	MF	e	molecular transducer activity	2/2	26/2633	9.379433586108504e-05	1.0	2.0	0.016	P23836, P38684	cysE	cysK	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.016	P0AFE8, P33602	proA	argB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P12008, P60757	aroC	hisG	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P10371, P60664	hisA	hisF	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.006	P0ABI8, P0ABJ3	livG	cadB	26	2633	101.26923076923077
GO:0060089	MF	e	molecular transducer activity	2/2	26/2633	9.379433586108504e-05	1.0	2.0	0.013999999999999999	P0A9Q1, P0AEC3	arcA	arcB	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.008	P0AFC7, P0AFE8	nuoB	nuoM	26	2633	101.26923076923077
GO:0004673	MF	e	protein histidine kinase activity	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.006	P27896, P30855	cyoB	cyoC	26	2633	101.26923076923077
GO:0000155	MF	e	phosphorelay sensor kinase activity	2/2	26/2633	9.379433586108504e-05	7.0	2.0	0.006	P27896, P30855	cyoB	cyoC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.0	P06987, P60595	nuoH	nuoK	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P06987, P07639	paaD	paaH	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.01	P0ABI8, P0ABJ1	rfaC	lpcA	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.01	P0AFC7, P0AFF0	nuoB	nuoN	26	2633	101.26923076923077
GO:0055076	BP	e	transition metal ion homeostasis	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P23876, P23878	cysK	metE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P07023, P12008	tyrA	aroC	26	2633	101.26923076923077
GO:0015807	BP	e	L-amino acid transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.022000000000000002	P0AE30, P0AE34	uvrD	ruvC	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.016	P0AFD4, P31979	nuoN	nuoC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P0A879, P60595	fliD	fliS	26	2633	101.26923076923077
GO:0009199	BP	e	ribonucleoside triphosphate metabolic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P0AB98, P0ABB0	sdhB	nuoM	26	2633	101.26923076923077
GO:1901678	BP	e	iron coordination entity transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.008	P05825, P23878	cyoA	cyoD	26	2633	101.26923076923077
GO:0055076	BP	e	transition metal ion homeostasis	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P05825, P23878	cyoA	cyoD	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P06989, P60664	hisI	hisF	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.013999999999999999	P07014, P31979	purA	purF	26	2633	101.26923076923077
GO:0006928	BP	e	movement of cell or subcellular component	2/2	26/2633	9.379433586108504e-05	2.0	2.0	0.008	P24216, P26608	pdxA	thiE	26	2633	101.26923076923077
GO:0009199	BP	e	ribonucleoside triphosphate metabolic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P12281, P30749	nuoE	lipA	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.002	P07014, P0AFE8	smpA	bamB	26	2633	101.26923076923077
GO:0048870	BP	e	cell motility	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.008	P24216, P26608	pdxA	thiE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P06988, P60595	hisD	hisH	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P06988, P0A879	hisD	trpB	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.006	P0AFE8, P31979	metF	metE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.013999999999999999	P06986, P0A9J8	purM	purL	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P07023, P60664	argH	argE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P06987, P06989	hisB	hisI	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P10371, P60595	purM	purL	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P06988, P06989	hisD	hisI	26	2633	101.26923076923077
GO:1901678	BP	e	iron coordination entity transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.008	P23876, P23878	cysK	metE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P07639, P0A877	aroB	trpA	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.008	P0AFC7, P0AFD4	ilvA	cysK	26	2633	101.26923076923077
GO:0043021	MF	e	ribonucleoprotein complex binding	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.008	P0AFX0, P0AGK4	purF	purD	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.012	P0ABI8, P0ABJ6	purM	nadC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P10371, P12008	hisA	aroC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P0A879, P0A9J8	umuD	yoaA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P06988, P07639	hisD	aroB	26	2633	101.26923076923077
GO:0001216	MF	e	DNA-binding transcription activator activity	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.008	P0A6R3, P38684	ubiH	ubiF	26	2633	101.26923076923077
GO:0043021	MF	e	ribonucleoprotein complex binding	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.022000000000000002	P0A707, P0A7G2	pyrD	purF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P07023, P0A879	argC	argE	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P07639, P60757	aroB	hisG	26	2633	101.26923076923077
GO:0048870	BP	e	cell motility	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.004	P0ABZ1, P24216	cyoB	cyoD	26	2633	101.26923076923077
GO:0006928	BP	e	movement of cell or subcellular component	2/2	26/2633	9.379433586108504e-05	2.0	2.0	0.004	P0ABZ1, P24216	cyoB	cyoD	26	2633	101.26923076923077
GO:0055076	BP	e	transition metal ion homeostasis	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P0AEL6, P23876	fepB	fepD	26	2633	101.26923076923077
GO:1901678	BP	e	iron coordination entity transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.008	P0AEL6, P23876	fepB	fepD	26	2633	101.26923076923077
GO:0043021	MF	e	ribonucleoprotein complex binding	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.01	P0A6P5, P0A707	smpA	yaeT	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P06988, P10371	hisD	hisA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P07639, P12008	icd	aroE	26	2633	101.26923076923077
GO:0006644	BP	e	phospholipid metabolic process	2/2	26/2633	9.379433586108504e-05	5.0	2.0	0.004	P0A725, P24205	fliG	fliD	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.008	P07014, P33602	ilvC	metF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P0A9J8, P10371	yheL	yheN	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.006	P0AFF0, P31979	nuoN	nuoF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P06987, P60757	dppC	nikA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P06986, P60757	hisC	hisG	26	2633	101.26923076923077
GO:0006928	BP	e	movement of cell or subcellular component	2/2	26/2633	9.379433586108504e-05	2.0	2.0	0.01	P0A6S3, P0ABX5	argG	argE	26	2633	101.26923076923077
GO:0048870	BP	e	cell motility	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.01	P0A6S3, P0ABX5	argG	argE	26	2633	101.26923076923077
GO:1901678	BP	e	iron coordination entity transport	2/2	26/2633	9.379433586108504e-05	9.0	2.0	0.01	P0AEL6, P23878	tolR	tatB	26	2633	101.26923076923077
GO:0055076	BP	e	transition metal ion homeostasis	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P0AEL6, P23878	tolR	tatB	26	2633	101.26923076923077
GO:0098754	BP	e	detoxification	2/2	26/2633	9.379433586108504e-05	1.0	2.0	0.008	P76080, P76083	paaD	paaH	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P06987, P60664	hisB	hisF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P07023, P60757	tyrA	hisA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P0A877, P0A879	yaeT	bamB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.022000000000000002	P07023, P10371	lysA	lysR	26	2633	101.26923076923077
GO:0009199	BP	e	ribonucleoside triphosphate metabolic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P0A6E6, P0ABB0	atpC	atpA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P07023, P0A9J8	lysA	lysR	26	2633	101.26923076923077
GO:0048870	BP	e	cell motility	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.006	P0ABX5, P26608	cyoB	cyoA	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.004	P0AFC7, P31979	ilvE	nadA	26	2633	101.26923076923077
GO:0009060	BP	e	aerobic respiration	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.012	P0ABJ1, P0ABJ3	thiE	thiG	26	2633	101.26923076923077
GO:0006644	BP	e	phospholipid metabolic process	2/2	26/2633	9.379433586108504e-05	5.0	2.0	0.016	P0AC75, P26647	ilvD	nadA	26	2633	101.26923076923077
GO:0009199	BP	e	ribonucleoside triphosphate metabolic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P0A6E6, P0AB98	tyrA	leuC	26	2633	101.26923076923077
GO:0006928	BP	e	movement of cell or subcellular component	2/2	26/2633	9.379433586108504e-05	2.0	2.0	0.006	P0ABX5, P26608	pyrC	purL	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P07639, P60664	flgG	fliS	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.012	P0A879, P60664	clpP	clpX	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.004	P0A877, P0A9J8	trpA	pheA	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.016	P06988, P0A9J8	recC	ruvC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P0A879, P12008	trpB	aroC	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P10371, P60757	ilvC	metF	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.01	P06987, P06988	hisB	hisD	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P60595, P60664	queA	sscR	26	2633	101.26923076923077
GO:0015695	BP	e	organic cation transport	2/2	26/2633	9.379433586108504e-05	6.0	2.0	0.01	P0AFK9, P31135	nadA	bioB	26	2633	101.26923076923077
GO:0009073	BP	e	aromatic amino acid family biosynthetic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.006	P0A9J8, P12008	murD	murE1	26	2633	101.26923076923077
GO:0048870	BP	e	cell motility	2/2	26/2633	9.379433586108504e-05	3.0	2.0	0.01	P09348, P26608	ilvE	leuD	26	2633	101.26923076923077
GO:0006928	BP	e	movement of cell or subcellular component	2/2	26/2633	9.379433586108504e-05	2.0	2.0	0.01	P09348, P26608	ilvE	leuD	26	2633	101.26923076923077
GO:0009199	BP	e	ribonucleoside triphosphate metabolic process	2/2	26/2633	9.379433586108504e-05	8.0	2.0	0.008	P0AB98, P68699	purN	pyrE	26	2633	101.26923076923077
