ids	Pwy	pcomplex	kegg_modules	operon	regulator_name
474	NA	NA	NA	TU0-7042	GutM
474	NA	NA	NA	TU00133	GutM
474	NA	NA	NA	TU0-7042	GutR
474	NA	NA	NA	TU00133	GutR
1082	NA	CPLX0-1	NA	TU0-4441	FNR
1082	NA	CPLX0-1	NA	TU0-4441	IHF
1082	NA	CPLX0-1	NA	TU0-4441	NarL
1082	NA	CPLX0-1	NA	TU0-4441	NarP
1082	NA	CPLX0-1	NA	TU0-4441	NorR
1082	NA	CPLX0-2	NA	TU0-4441	FNR
1082	NA	CPLX0-2	NA	TU0-4441	IHF
1082	NA	CPLX0-2	NA	TU0-4441	NarL
1082	NA	CPLX0-2	NA	TU0-4441	NarP
1082	NA	CPLX0-2	NA	TU0-4441	NorR
1157	NA	NA	NA	TU0-4441	FNR
1157	NA	NA	NA	TU0-4441	IHF
1157	NA	NA	NA	TU0-4441	NarL
1157	NA	NA	NA	TU0-4441	NarP
1157	NA	NA	NA	TU0-4441	NorR
2130	NA	NA	NA	TU424	FhlA
2130	NA	NA	NA	TU424	FlhDC
2219	NA	NA	NA	TU00241	AscG
2219	NA	NA	NA	TU0-42599	AscG
2219	NA	NA	NA	TU00241	CRP
2219	NA	NA	NA	TU0-42599	CRP
522	NA	NA	NA	TU00153	FhlA
522	NA	NA	NA	TU00153	IHF
522	NA	NA	NA	TU00153	NsrR
522	NA	NA	NA	TU00153	ModE
448	NA	NA	NA	TU00153	FhlA
448	NA	NA	NA	TU00153	IHF
448	NA	NA	NA	TU00153	NsrR
448	NA	NA	NA	TU00153	ModE
2309	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	FhlA
2309	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	IHF
2309	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	NsrR
2309	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	ModE
2309	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	FhlA
2309	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	IHF
2309	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	NsrR
2309	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	ModE
2403	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	FhlA
2403	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	IHF
2403	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	NsrR
2403	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	ModE
2403	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	FhlA
2403	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	IHF
2403	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	NsrR
2403	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	ModE
2494	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	FhlA
2494	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	IHF
2494	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	NsrR
2494	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	ModE
2494	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	FhlA
2494	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	IHF
2494	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	NsrR
2494	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	ModE
3724	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	FhlA
3724	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	IHF
3724	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	NsrR
3724	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	ModE
3724	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	FhlA
3724	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	IHF
3724	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	NsrR
3724	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	ModE
3784	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	FhlA
3784	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	IHF
3784	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	NsrR
3784	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	ModE
3784	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	FhlA
3784	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	IHF
3784	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	NsrR
3784	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	ModE
3841	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	FhlA
3841	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	IHF
3841	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	NsrR
3841	FERMENTATION-PWY	HYDROG3-CPLX	NA	TU00153	ModE
3841	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	FhlA
3841	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	IHF
3841	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	NsrR
3841	FERMENTATION-PWY	FHLMULTI-CPLX	NA	TU00153	ModE
3903	NA	NA	NA	TU00153	FhlA
3903	NA	NA	NA	TU00153	IHF
3903	NA	NA	NA	TU00153	NsrR
3903	NA	NA	NA	TU00153	ModE
2585	NA	CPLX0-3821	NA	TU0-8344	FhlA
2585	NA	CPLX0-3821	NA	TU00154	FhlA
2585	NA	CPLX0-3821	NA	TU0-8344	IHF
2585	NA	CPLX0-3821	NA	TU00154	IHF
2585	NA	CPLX0-3821	NA	TU0-8344	NsrR
2585	NA	CPLX0-3821	NA	TU00154	NsrR
1948	NA	CPLX0-3821	NA	TU0-8344	FhlA
1948	NA	CPLX0-3821	NA	TU0-8345	FhlA
1948	NA	CPLX0-3821	NA	TU00154	FhlA
1948	NA	CPLX0-3821	NA	TU00424	FhlA
1948	NA	CPLX0-3821	NA	TU0-8344	FNR
1948	NA	CPLX0-3821	NA	TU0-8345	FNR
1948	NA	CPLX0-3821	NA	TU00154	FNR
1948	NA	CPLX0-3821	NA	TU00424	FNR
1948	NA	CPLX0-3821	NA	TU0-8344	IHF
1948	NA	CPLX0-3821	NA	TU0-8345	IHF
1948	NA	CPLX0-3821	NA	TU00154	IHF
1948	NA	CPLX0-3821	NA	TU00424	IHF
1948	NA	CPLX0-3821	NA	TU0-8344	NsrR
1948	NA	CPLX0-3821	NA	TU0-8345	NsrR
1948	NA	CPLX0-3821	NA	TU00154	NsrR
1948	NA	CPLX0-3821	NA	TU00424	NsrR
1948	NA	CPLX0-3561	NA	TU0-8344	FhlA
1948	NA	CPLX0-3561	NA	TU0-8345	FhlA
1948	NA	CPLX0-3561	NA	TU00154	FhlA
1948	NA	CPLX0-3561	NA	TU00424	FhlA
1948	NA	CPLX0-3561	NA	TU0-8344	FNR
1948	NA	CPLX0-3561	NA	TU0-8345	FNR
1948	NA	CPLX0-3561	NA	TU00154	FNR
1948	NA	CPLX0-3561	NA	TU00424	FNR
1948	NA	CPLX0-3561	NA	TU0-8344	IHF
1948	NA	CPLX0-3561	NA	TU0-8345	IHF
1948	NA	CPLX0-3561	NA	TU00154	IHF
1948	NA	CPLX0-3561	NA	TU00424	IHF
1948	NA	CPLX0-3561	NA	TU0-8344	NsrR
1948	NA	CPLX0-3561	NA	TU0-8345	NsrR
1948	NA	CPLX0-3561	NA	TU00154	NsrR
1948	NA	CPLX0-3561	NA	TU00424	NsrR
2040	NA	CPLX0-7986	NA	TU0-8344	FhlA
2040	NA	CPLX0-7986	NA	TU0-8345	FhlA
2040	NA	CPLX0-7986	NA	TU00154	FhlA
2040	NA	CPLX0-7986	NA	TU00424	FhlA
2040	NA	CPLX0-7986	NA	TU0-8344	FNR
2040	NA	CPLX0-7986	NA	TU0-8345	FNR
2040	NA	CPLX0-7986	NA	TU00154	FNR
2040	NA	CPLX0-7986	NA	TU00424	FNR
2040	NA	CPLX0-7986	NA	TU0-8344	IHF
2040	NA	CPLX0-7986	NA	TU0-8345	IHF
2040	NA	CPLX0-7986	NA	TU00154	IHF
2040	NA	CPLX0-7986	NA	TU00424	IHF
2040	NA	CPLX0-7986	NA	TU0-8344	NsrR
2040	NA	CPLX0-7986	NA	TU0-8345	NsrR
2040	NA	CPLX0-7986	NA	TU00154	NsrR
2040	NA	CPLX0-7986	NA	TU00424	NsrR
2134	NA	CPLX0-7986	NA	TU0-8344	FhlA
2134	NA	CPLX0-7986	NA	TU0-8345	FhlA
2134	NA	CPLX0-7986	NA	TU00154	FhlA
2134	NA	CPLX0-7986	NA	TU00424	FhlA
2134	NA	CPLX0-7986	NA	TU0-8344	FNR
2134	NA	CPLX0-7986	NA	TU0-8345	FNR
2134	NA	CPLX0-7986	NA	TU00154	FNR
2134	NA	CPLX0-7986	NA	TU00424	FNR
2134	NA	CPLX0-7986	NA	TU0-8344	IHF
2134	NA	CPLX0-7986	NA	TU0-8345	IHF
2134	NA	CPLX0-7986	NA	TU00154	IHF
2134	NA	CPLX0-7986	NA	TU00424	IHF
2134	NA	CPLX0-7986	NA	TU0-8344	NsrR
2134	NA	CPLX0-7986	NA	TU0-8345	NsrR
2134	NA	CPLX0-7986	NA	TU00154	NsrR
2134	NA	CPLX0-7986	NA	TU00424	NsrR
3959	NA	NA	NA	TU0-8344	FhlA
3959	NA	NA	NA	TU0-8345	FhlA
3959	NA	NA	NA	TU00154	FhlA
3959	NA	NA	NA	TU00424	FhlA
3959	NA	NA	NA	TU0-8344	FNR
3959	NA	NA	NA	TU0-8345	FNR
3959	NA	NA	NA	TU00154	FNR
3959	NA	NA	NA	TU00424	FNR
3959	NA	NA	NA	TU0-8344	IHF
3959	NA	NA	NA	TU0-8345	IHF
3959	NA	NA	NA	TU00154	IHF
3959	NA	NA	NA	TU00424	IHF
3959	NA	NA	NA	TU0-8344	NsrR
3959	NA	NA	NA	TU0-8345	NsrR
3959	NA	NA	NA	TU00154	NsrR
3959	NA	NA	NA	TU00424	NsrR
3552	NA	NA	NA	TU0-8344	FhlA
3552	NA	NA	NA	TU0-8345	FhlA
3552	NA	NA	NA	TU0-8344	FNR
3552	NA	NA	NA	TU0-8345	FNR
3552	NA	NA	NA	TU0-8344	IHF
3552	NA	NA	NA	TU0-8345	IHF
3552	NA	NA	NA	TU0-8344	NsrR
3552	NA	NA	NA	TU0-8345	NsrR
18	NA	NA	NA	TU-8443	FNR
18	NA	NA	NA	TU-8443	NsrR
3114	NA	MUTHLS-CPLX	NA	TU723	NA
1039	NA	NA	NA	TU0-13720	NA
837	NA	NA	NA	TU0-8746	NA
798	NA	NA	NA	TU0-13721	NA
1125	NA	NA	NA	TU0-13721	FlhDC
1125	NA	NA	NA	TU0-14275	FlhDC
919	NA	NA	NA	TU0-13722	NA
1159	NA	NA	NA	TU0-13722	NA
2505	NA	NA	NA	TU0-13723	NA
8	NA	NA	NA	TU00309	NA
8	NA	NA	NA	TU00440	NA
2528	NA	NA	NA	TU00363	NA
2443	SALVADEHYPOX-PWY	NA	NA	TU00363	NA
2443	PWY-6608	NA	NA	TU00363	NA
713	NA	NA	NA	TU0-14314	NA
3455	NONMEVIPP-PWY	CPLX0-721	eco_M00096  C5 isoprenoid biosynthesis, non-mevalonate pathway	TU0-14313	NA
93	NA	NA	NA	TU0-13724	NA
1536	SULFATE-CYS-PWY	ADENYLYLSULFKIN-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1536	SULFATE-CYS-PWY	ADENYLYLSULFKIN-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1536	SO4ASSIM-PWY	ADENYLYLSULFKIN-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1536	SO4ASSIM-PWY	ADENYLYLSULFKIN-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1536	PWY-5340	ADENYLYLSULFKIN-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1536	PWY-5340	ADENYLYLSULFKIN-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1624	SULFATE-CYS-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1624	SULFATE-CYS-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1624	SO4ASSIM-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1624	SO4ASSIM-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1624	PWY-5340	SULFATE-ADENYLYLTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1624	PWY-5340	SULFATE-ADENYLYLTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1716	SULFATE-CYS-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1716	SULFATE-CYS-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1716	SO4ASSIM-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1716	SO4ASSIM-PWY	SULFATE-ADENYLYLTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
1716	PWY-5340	SULFATE-ADENYLYLTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00146	CysB
1716	PWY-5340	SULFATE-ADENYLYLTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00146	CysB
84	NA	NA	NA	TU0-8811	NA
244	NA	CPLX0-8174	NA	TU0-13725	CRP
244	NA	CPLX0-8174	NA	TU0-14558	CRP
244	NA	CPLX0-8174	NA	TU0-13725	H-NS
244	NA	CPLX0-8174	NA	TU0-14558	H-NS
244	NA	CPLX0-8174	NA	TU0-13725	LeuO
244	NA	CPLX0-8174	NA	TU0-14558	LeuO
244	NA	CPLX0-7914	NA	TU0-13725	CRP
244	NA	CPLX0-7914	NA	TU0-14558	CRP
244	NA	CPLX0-7914	NA	TU0-13725	H-NS
244	NA	CPLX0-7914	NA	TU0-14558	H-NS
244	NA	CPLX0-7914	NA	TU0-13725	LeuO
244	NA	CPLX0-7914	NA	TU0-14558	LeuO
310	NA	CPLX0-7725	NA	TU0-13725	CRP
310	NA	CPLX0-7725	NA	TU0-14558	CRP
310	NA	CPLX0-7725	NA	TU0-13725	H-NS
310	NA	CPLX0-7725	NA	TU0-14558	H-NS
310	NA	CPLX0-7725	NA	TU0-13725	LeuO
310	NA	CPLX0-7725	NA	TU0-14558	LeuO
1083	NA	CPLX0-7725	NA	TU0-13725	CRP
1083	NA	CPLX0-7725	NA	TU0-13725	H-NS
1083	NA	CPLX0-7725	NA	TU0-13725	LeuO
2720	NA	CPLX0-7725	NA	TU0-13725	CRP
2720	NA	CPLX0-7725	NA	TU0-13725	H-NS
2720	NA	CPLX0-7725	NA	TU0-13725	LeuO
3693	NA	CPLX0-7725	NA	TU0-13725	CRP
3693	NA	CPLX0-7725	NA	TU0-13725	H-NS
3693	NA	CPLX0-7725	NA	TU0-13725	LeuO
642	NA	NA	NA	TU0-13726	NA
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU0-14511	CysB
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU0-14511	IHF
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	HypT
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU0-14511	HypT
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU0-14511	CysB
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU0-14511	IHF
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	HypT
1805	SULFATE-CYS-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU0-14511	HypT
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU0-14511	CysB
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU0-14511	IHF
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	HypT
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU0-14511	HypT
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU0-14511	CysB
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU0-14511	IHF
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	HypT
1805	SO4ASSIM-PWY	PAPSSULFOTRANS-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU0-14511	HypT
1898	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1898	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1898	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1898	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1898	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1898	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1898	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1898	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1262	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1262	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1262	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1262	SULFATE-CYS-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1262	SULFATE-CYS-PWY	CPLX0-7841	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1262	SULFATE-CYS-PWY	CPLX0-7841	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1262	SULFATE-CYS-PWY	CPLX0-7841	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1262	SULFATE-CYS-PWY	CPLX0-7841	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1262	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1262	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1262	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1262	SO4ASSIM-PWY	SULFITE-REDUCT-CPLX	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
1262	SO4ASSIM-PWY	CPLX0-7841	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	CysB
1262	SO4ASSIM-PWY	CPLX0-7841	eco_M00176  Assimilatory sulfate reduction, sulfate => H2S	TU00078	IHF
1262	SO4ASSIM-PWY	CPLX0-7841	eco_M00616  Sulfate-sulfur assimilation	TU00078	CysB
1262	SO4ASSIM-PWY	CPLX0-7841	eco_M00616  Sulfate-sulfur assimilation	TU00078	IHF
2332	PWY-6703	CPLX0-8123	NA	TU0-13727	NA
903	NA	NA	NA	TU0-13728	NA
977	NA	NA	NA	TU0-13728	NA
617	NA	NA	NA	TU0-13728	NA
930	NA	NA	NA	TU0-13733	NA
1003	NA	NA	NA	TU0-8339	NA
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14412	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6428	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14820	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14821	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14653	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14414	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6557	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14413	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14654	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-14412	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00002  Glycolysis, core module involving three-carbon compounds	TU0-6428	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14820	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14821	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14653	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14414	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6557	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14413	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14654	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-14412	Cra
3411	HEXITOLDEGSUPER-PWY	ENOLASE-CPLX	eco_M00003  Gluconeogenesis, oxaloacetate => fructose-6P	TU0-6428	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14820	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14821	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14653	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14414	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-6557	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14413	Cra
3411	HEXITOLDEGSUPER-PWY	CPLX0-2381	eco_M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	TU0-14654	Cra
